프레임번호,타임스탐프_초,단순분류,정상확률,포트홀확률,신뢰도,CP클래스,CP클래스번호,파일경로
1798,89.98990416377194,정상,0.6303,0.3697,0.6303,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001798_89.990s.jpg
1799,90.03995416608772,정상,0.6346,0.3654,0.6346,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001799_90.040s.jpg
1800,90.09000416840351,정상,0.6127,0.3873,0.6127,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001800_90.090s.jpg
1801,90.14005417071928,정상,0.5911,0.4089,0.5911,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001801_90.140s.jpg
1802,90.19010417303507,정상,0.6104,0.3896,0.6104,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001802_90.190s.jpg
1803,90.24015417535084,정상,0.5801,0.4199,0.5801,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001803_90.240s.jpg
1804,90.29020417766662,정상,0.5540,0.4460,0.5540,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001804_90.290s.jpg
1805,90.3402541799824,정상,0.5486,0.4514,0.5486,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001805_90.340s.jpg
1806,90.39030418229818,정상,0.5840,0.4160,0.5840,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001806_90.390s.jpg
1807,90.44035418461397,정상,0.5580,0.4420,0.5580,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001807_90.440s.jpg
1808,90.49040418692974,정상,0.4977,0.5023,0.5023,애매한 포트홀,2,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001808_90.490s.jpg
1809,90.54045418924552,정상,0.5975,0.4025,0.5975,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001809_90.540s.jpg
1810,90.5905041915613,정상,0.5684,0.4316,0.5684,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001810_90.591s.jpg
1811,90.64055419387708,정상,0.6163,0.3837,0.6163,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001811_90.641s.jpg
1812,90.69060419619287,정상,0.6495,0.3505,0.6495,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001812_90.691s.jpg
1813,90.74065419850864,정상,0.6462,0.3538,0.6462,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001813_90.741s.jpg
1814,90.79070420082442,정상,0.6646,0.3354,0.6646,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001814_90.791s.jpg
1815,90.8407542031402,정상,0.6520,0.3480,0.6520,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001815_90.841s.jpg
1816,90.89080420545598,정상,0.6609,0.3391,0.6609,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001816_90.891s.jpg
1817,90.94085420777176,정상,0.6338,0.3662,0.6338,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001817_90.941s.jpg
1818,90.99090421008754,정상,0.6333,0.3667,0.6333,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001818_90.991s.jpg
1819,91.04095421240332,정상,0.6196,0.3804,0.6196,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001819_91.041s.jpg
1820,91.09100421471909,정상,0.6056,0.3944,0.6056,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001820_91.091s.jpg
1821,91.14105421703488,정상,0.6146,0.3854,0.6146,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001821_91.141s.jpg
1822,91.19110421935066,정상,0.6097,0.3903,0.6097,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001822_91.191s.jpg
1823,91.24115422166643,정상,0.5531,0.4469,0.5531,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001823_91.241s.jpg
1824,91.29120422398222,정상,0.5585,0.4415,0.5585,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001824_91.291s.jpg
1825,91.34125422629799,정상,0.5610,0.4390,0.5610,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001825_91.341s.jpg
1826,91.39130422861378,정상,0.5558,0.4442,0.5558,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001826_91.391s.jpg
1827,91.44135423092956,정상,0.6051,0.3949,0.6051,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001827_91.441s.jpg
1828,91.49140423324533,정상,0.6112,0.3888,0.6112,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001828_91.491s.jpg
1829,91.54145423556112,정상,0.6503,0.3497,0.6503,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001829_91.541s.jpg
1830,91.59150423787689,정상,0.6548,0.3452,0.6548,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001830_91.592s.jpg
1831,91.64155424019268,정상,0.5830,0.4170,0.5830,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001831_91.642s.jpg
1832,91.69160424250846,정상,0.6176,0.3824,0.6176,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001832_91.692s.jpg
1833,91.74165424482423,정상,0.6260,0.3740,0.6260,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001833_91.742s.jpg
1834,91.79170424714002,정상,0.6204,0.3796,0.6204,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001834_91.792s.jpg
1835,91.84175424945579,정상,0.6387,0.3613,0.6387,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001835_91.842s.jpg
1836,91.89180425177157,정상,0.6216,0.3784,0.6216,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001836_91.892s.jpg
1837,91.94185425408735,정상,0.5837,0.4163,0.5837,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001837_91.942s.jpg
1838,91.99190425640313,정상,0.6353,0.3647,0.6353,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001838_91.992s.jpg
1839,92.04195425871892,정상,0.5917,0.4083,0.5917,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001839_92.042s.jpg
1840,92.09200426103469,정상,0.5091,0.4909,0.5091,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001840_92.092s.jpg
1841,92.14205426335047,정상,0.5412,0.4588,0.5412,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001841_92.142s.jpg
1842,92.19210426566625,정상,0.6044,0.3956,0.6044,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001842_92.192s.jpg
1843,92.24215426798203,정상,0.6038,0.3962,0.6038,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001843_92.242s.jpg
1844,92.29220427029782,정상,0.5681,0.4319,0.5681,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001844_92.292s.jpg
1845,92.34225427261359,정상,0.5615,0.4385,0.5615,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001845_92.342s.jpg
1846,92.39230427492937,정상,0.6103,0.3897,0.6103,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001846_92.392s.jpg
1847,92.44235427724514,정상,0.5395,0.4605,0.5395,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001847_92.442s.jpg
1848,92.49240427956093,정상,0.5687,0.4313,0.5687,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001848_92.492s.jpg
1849,92.54245428187672,정상,0.6129,0.3871,0.6129,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001849_92.542s.jpg
1850,92.59250428419249,정상,0.5582,0.4418,0.5582,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001850_92.593s.jpg
1851,92.64255428650827,정상,0.5395,0.4605,0.5395,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001851_92.643s.jpg
1852,92.69260428882404,정상,0.5092,0.4908,0.5092,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001852_92.693s.jpg
1853,92.74265429113983,정상,0.5500,0.4500,0.5500,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001853_92.743s.jpg
1854,92.79270429345561,정상,0.4929,0.5071,0.5071,애매한 포트홀,2,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001854_92.793s.jpg
1855,92.84275429577139,정상,0.4735,0.5265,0.5265,애매한 포트홀,2,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001855_92.843s.jpg
1856,92.89280429808717,포트홀,0.4377,0.5623,0.5623,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001856_92.893s.jpg
1857,92.94285430040294,정상,0.4862,0.5138,0.5138,애매한 포트홀,2,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001857_92.943s.jpg
1858,92.99290430271873,정상,0.5118,0.4882,0.5118,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001858_92.993s.jpg
1859,93.04295430503451,포트홀,0.4639,0.5361,0.5361,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001859_93.043s.jpg
1860,93.09300430735028,정상,0.5353,0.4647,0.5353,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001860_93.093s.jpg
1861,93.14305430966607,정상,0.5727,0.4273,0.5727,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001861_93.143s.jpg
1862,93.19310431198184,정상,0.6119,0.3881,0.6119,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001862_93.193s.jpg
1863,93.24315431429763,정상,0.6161,0.3839,0.6161,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001863_93.243s.jpg
1864,93.29320431661341,정상,0.6209,0.3791,0.6209,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001864_93.293s.jpg
1865,93.34325431892918,정상,0.6317,0.3683,0.6317,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001865_93.343s.jpg
1866,93.39330432124497,정상,0.5945,0.4055,0.5945,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001866_93.393s.jpg
1867,93.44335432356074,정상,0.5615,0.4385,0.5615,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001867_93.443s.jpg
1868,93.49340432587653,정상,0.5398,0.4602,0.5398,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001868_93.493s.jpg
1869,93.54345432819231,정상,0.5087,0.4913,0.5087,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001869_93.543s.jpg
1870,93.59350433050808,정상,0.5845,0.4155,0.5845,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001870_93.594s.jpg
1871,93.64355433282387,정상,0.5720,0.4280,0.5720,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001871_93.644s.jpg
1872,93.69360433513964,정상,0.6217,0.3783,0.6217,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001872_93.694s.jpg
1873,93.74365433745542,정상,0.6238,0.3762,0.6238,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001873_93.744s.jpg
1874,93.7937043397712,정상,0.5467,0.4533,0.5467,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001874_93.794s.jpg
1875,93.84375434208698,정상,0.5100,0.4900,0.5100,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001875_93.844s.jpg
1876,93.89380434440277,포트홀,0.4594,0.5406,0.5406,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001876_93.894s.jpg
1877,93.94385434671854,정상,0.5052,0.4948,0.5052,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001877_93.944s.jpg
1878,93.99390434903432,정상,0.5972,0.4028,0.5972,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001878_93.994s.jpg
1879,94.0439543513501,정상,0.4979,0.5021,0.5021,애매한 포트홀,2,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001879_94.044s.jpg
1880,94.09400435366588,정상,0.6026,0.3974,0.6026,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001880_94.094s.jpg
1881,94.14405435598167,정상,0.5736,0.4264,0.5736,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001881_94.144s.jpg
1882,94.19410435829744,정상,0.5007,0.4993,0.5007,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001882_94.194s.jpg
1883,94.24415436061322,정상,0.5154,0.4846,0.5154,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001883_94.244s.jpg
1884,94.294204362929,정상,0.5078,0.4922,0.5078,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001884_94.294s.jpg
1885,94.34425436524478,정상,0.5074,0.4926,0.5074,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001885_94.344s.jpg
1886,94.39430436756057,포트홀,0.4654,0.5346,0.5346,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001886_94.394s.jpg
1887,94.44435436987634,정상,0.5137,0.4863,0.5137,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001887_94.444s.jpg
1888,94.49440437219212,정상,0.5789,0.4211,0.5789,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001888_94.494s.jpg
1889,94.5444543745079,정상,0.5271,0.4729,0.5271,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001889_94.544s.jpg
1890,94.59450437682368,정상,0.5122,0.4878,0.5122,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001890_94.595s.jpg
1891,94.64455437913946,정상,0.5265,0.4735,0.5265,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001891_94.645s.jpg
1892,94.69460438145524,포트홀,0.3955,0.6045,0.6045,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001892_94.695s.jpg
1893,94.74465438377102,포트홀,0.4042,0.5958,0.5958,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001893_94.745s.jpg
1894,94.79470438608679,정상,0.5352,0.4648,0.5352,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001894_94.795s.jpg
1895,94.84475438840258,정상,0.6009,0.3991,0.6009,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001895_94.845s.jpg
1896,94.89480439071836,정상,0.5444,0.4556,0.5444,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001896_94.895s.jpg
1897,94.94485439303413,정상,0.5577,0.4423,0.5577,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001897_94.945s.jpg
1898,94.99490439534992,정상,0.5468,0.4532,0.5468,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001898_94.995s.jpg
1899,95.04495439766569,정상,0.5981,0.4019,0.5981,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001899_95.045s.jpg
1900,95.09500439998148,정상,0.6088,0.3912,0.6088,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001900_95.095s.jpg
1901,95.14505440229726,정상,0.6181,0.3819,0.6181,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001901_95.145s.jpg
1902,95.19510440461303,정상,0.6504,0.3496,0.6504,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001902_95.195s.jpg
1903,95.24515440692882,정상,0.6783,0.3217,0.6783,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001903_95.245s.jpg
1904,95.29520440924459,정상,0.6523,0.3477,0.6523,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001904_95.295s.jpg
1905,95.34525441156038,정상,0.6660,0.3340,0.6660,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001905_95.345s.jpg
1906,95.39530441387615,정상,0.5912,0.4088,0.5912,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001906_95.395s.jpg
1907,95.44535441619193,정상,0.5721,0.4279,0.5721,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001907_95.445s.jpg
1908,95.49540441850772,정상,0.5674,0.4326,0.5674,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001908_95.495s.jpg
1909,95.54545442082349,정상,0.5733,0.4267,0.5733,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001909_95.545s.jpg
1910,95.59550442313927,포트홀,0.4569,0.5431,0.5431,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001910_95.596s.jpg
1911,95.64555442545505,포트홀,0.4215,0.5785,0.5785,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001911_95.646s.jpg
1912,95.69560442777083,정상,0.4749,0.5251,0.5251,애매한 포트홀,2,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001912_95.696s.jpg
1913,95.74565443008662,정상,0.5801,0.4199,0.5801,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001913_95.746s.jpg
1914,95.79570443240239,정상,0.5677,0.4323,0.5677,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001914_95.796s.jpg
1915,95.84575443471817,정상,0.5972,0.4028,0.5972,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001915_95.846s.jpg
1916,95.89580443703395,정상,0.5244,0.4756,0.5244,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001916_95.896s.jpg
1917,95.94585443934973,포트홀,0.4520,0.5480,0.5480,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001917_95.946s.jpg
1918,95.99590444166552,정상,0.4803,0.5197,0.5197,애매한 포트홀,2,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001918_95.996s.jpg
1919,96.04595444398129,정상,0.5576,0.4424,0.5576,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001919_96.046s.jpg
1920,96.09600444629707,정상,0.5901,0.4099,0.5901,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001920_96.096s.jpg
1921,96.14605444861284,정상,0.5630,0.4370,0.5630,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001921_96.146s.jpg
1922,96.19610445092863,정상,0.6431,0.3569,0.6431,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001922_96.196s.jpg
1923,96.24615445324442,정상,0.6612,0.3388,0.6612,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001923_96.246s.jpg
1924,96.29620445556019,정상,0.6358,0.3642,0.6358,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001924_96.296s.jpg
1925,96.34625445787597,정상,0.6197,0.3803,0.6197,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001925_96.346s.jpg
1926,96.39630446019174,정상,0.6197,0.3803,0.6197,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001926_96.396s.jpg
1927,96.44635446250753,정상,0.6868,0.3132,0.6868,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001927_96.446s.jpg
1928,96.49640446482331,정상,0.6967,0.3033,0.6967,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001928_96.496s.jpg
1929,96.54645446713909,정상,0.6065,0.3935,0.6065,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001929_96.546s.jpg
1930,96.59650446945487,정상,0.5747,0.4253,0.5747,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001930_96.597s.jpg
1931,96.64655447177064,정상,0.5454,0.4546,0.5454,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001931_96.647s.jpg
1932,96.69660447408643,정상,0.5647,0.4353,0.5647,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001932_96.697s.jpg
1933,96.74665447640221,정상,0.5646,0.4354,0.5646,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001933_96.747s.jpg
1934,96.79670447871798,포트홀,0.4166,0.5834,0.5834,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001934_96.797s.jpg
1935,96.84675448103377,정상,0.5209,0.4791,0.5209,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001935_96.847s.jpg
1936,96.89680448334954,포트홀,0.4353,0.5647,0.5647,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001936_96.897s.jpg
1937,96.94685448566533,정상,0.4959,0.5041,0.5041,애매한 포트홀,2,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001937_96.947s.jpg
1938,96.9969044879811,포트홀,0.3906,0.6094,0.6094,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001938_96.997s.jpg
1939,97.04695449029688,포트홀,0.3434,0.6566,0.6566,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001939_97.047s.jpg
1940,97.09700449261267,정상,0.5460,0.4540,0.5460,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001940_97.097s.jpg
1941,97.14705449492844,포트홀,0.4573,0.5427,0.5427,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001941_97.147s.jpg
1942,97.19710449724423,정상,0.6106,0.3894,0.6106,명확한 정상,0,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001942_97.197s.jpg
1943,97.24715449956,정상,0.5292,0.4708,0.5292,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001943_97.247s.jpg
1944,97.29720450187578,정상,0.5266,0.4734,0.5266,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001944_97.297s.jpg
1945,97.34725450419157,정상,0.5292,0.4708,0.5292,애매한 정상,1,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001945_97.347s.jpg
1946,97.39730450650734,포트홀,0.4165,0.5835,0.5835,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001946_97.397s.jpg
1947,97.44735450882312,포트홀,0.4216,0.5784,0.5784,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001947_97.447s.jpg
1948,97.4974045111389,포트홀,0.3825,0.6175,0.6175,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001948_97.497s.jpg
1949,97.54745451345468,포트홀,0.4106,0.5894,0.5894,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001949_97.547s.jpg
1950,97.59750451577047,포트홀,0.4029,0.5971,0.5971,명확한 포트홀,3,C:\Users\daeseong\Desktop\pothole-pipeline\sample_maker\temp_frames\frame_001950_97.598s.jpg
